Class,Percent Misspelled,Has URL,Fully Uppercase,Total Words
0,0.07142857142857142,0,0.07142857142857142,14
1,0.20854271356783918,0,0.09045226130653267,398
0,0.2,0,0.2,5
0,0.0,0,0.0,2
0,0.1111111111111111,0,0.0,27
0,0.42857142857142855,0,0.2857142857142857,7
1,0.28728070175438597,1,0.07894736842105263,456
0,0.125,0,0.125,8
1,0.19708029197080293,1,0.0364963503649635,274
0,0.25,0,0.0,4
0,0.18301514154048718,0,0.017116524028966424,1519
0,0.2087912087912088,0,0.04395604395604396,91
1,0.13709677419354838,1,0.04032258064516129,248
0,0.14285714285714285,0,0.07142857142857142,14
1,0.12222222222222222,0,0.058333333333333334,360
0,0.0,0,0.0,7
1,0.128686327077748,1,0.04825737265415549,373
1,0.2717391304347826,0,0.25,92
0,0.0,0,0.0,4
1,0.3448275862068966,0,0.0,29
0,0.5,0,0.0,2
1,0.1965065502183406,0,0.9890829694323144,458
0,0.0,0,0.0,7
1,0.12867647058823528,0,0.03125,544
0,0.3333333333333333,0,0.0,39
1,0.2222222222222222,0,0.06666666666666667,45
0,0.0,0,0.0,1
0,0.11914893617021277,0,0.02553191489361702,235
0,0.0,0,0.0,11
0,0.13253012048192772,0,0.012048192771084338,83
0,0.13043478260869565,0,0.018115942028985508,276
1,0.20588235294117646,0,0.01764705882352941,170
1,0.19770114942528735,0,0.03218390804597701,435
0,0.25,0,0.0,8
0,0.21875,0,0.0,32
1,0.11849710982658959,0,0.04046242774566474,346
0,0.07692307692307693,0,0.07692307692307693,26
1,0.13063063063063063,0,0.013513513513513514,222
0,0.20588235294117646,0,0.029411764705882353,68
0,0.0,0,0.0,1
1,0.2150101419878296,0,0.060851926977687626,493
0,0.2222222222222222,0,0.1111111111111111,9
0,0.1875,0,0.0625,16
1,0.13953488372093023,0,0.005813953488372093,172
0,0.34285714285714286,0,0.08571428571428572,35
0,0.1411042944785276,0,0.024539877300613498,163
1,0.15649867374005305,0,0.042440318302387266,377
0,0.36363636363636365,0,0.0,11
1,0.13346228239845262,0,0.0367504835589942,517
1,0.18627450980392157,0,0.0392156862745098,204
1,0.21645021645021645,0,0.017316017316017316,462
0,0.0,0,0.0,4
0,0.11538461538461539,0,0.11538461538461539,26
1,0.19889502762430938,0,0.03867403314917127,181
0,0.16666666666666666,0,0.0,6
1,0.10020040080160321,0,0.036072144288577156,499
0,0.0,0,0.5,2
0,0.1,0,0.0,10
0,0.0,0,0.0,1
1,0.15776081424936386,0,0.035623409669211195,393
0,0.15625,0,0.03125,96
0,0.4,0,0.0,5
0,0.2,0,0.0,5
1,0.08083140877598152,0,0.03233256351039261,433
1,0.12468827930174564,0,0.034912718204488775,401
0,0.1891891891891892,0,0.0,37
0,0.14285714285714285,0,0.0,7
1,0.18493150684931506,0,0.0410958904109589,146
0,0.0,0,0.0,13
1,0.2748091603053435,0,0.05343511450381679,393
1,0.124,0,0.026,500
0,0.5,0,0.0,2
1,0.1358695652173913,1,0.051630434782608696,368
1,0.0,0,0.0,1
0,0.4,0,0.0,10
1,0.1568627450980392,1,0.9705882352941176,408
1,0.1342925659472422,0,0.047961630695443645,417
1,0.17891373801916932,0,0.01597444089456869,313
1,0.2203023758099352,0,0.07991360691144708,463
1,0.08583690987124463,0,0.008583690987124463,233
0,0.0,0,0.0,1
0,0.0,0,0.0,6
0,0.2857142857142857,0,0.14285714285714285,7
1,0.09887005649717515,0,0.029661016949152543,708
0,0.1926605504587156,0,0.027522935779816515,109
0,0.21428571428571427,0,0.07142857142857142,28
0,0.0,0,0.14285714285714285,7
1,0.24545454545454545,0,0.01818181818181818,110
0,0.5,0,0.0,2
0,0.0,0,0.0,1
1,0.11320754716981132,0,0.017152658662092625,583
0,0.0,0,0.0,4
1,0.12452830188679245,0,0.9773584905660377,265
1,0.15384615384615385,0,0.038461538461538464,78
0,0.5,0,0.0,8
1,0.2830188679245283,0,0.03773584905660377,53
1,0.224,0,0.016,125
1,0.14285714285714285,0,0.03296703296703297,91
0,0.1368421052631579,0,0.010526315789473684,95
0,0.36363636363636365,0,0.0,11
1,0.265,0,0.05,200
1,0.17839195979899497,1,0.04773869346733668,398
1,0.10144927536231885,0,0.036231884057971016,414
1,0.22545454545454546,1,0.03090909090909091,550
0,0.0,0,0.0,1
1,0.10986547085201794,0,0.06053811659192825,446
0,0.34615384615384615,0,0.038461538461538464,26
0,0.2,0,0.0,5
0,0.1,0,0.0,10
0,0.17713365539452497,0,0.01932367149758454,621
0,0.08333333333333333,0,0.0,24
0,0.0,0,0.0,1
0,0.16549295774647887,0,0.0528169014084507,284
0,0.18083728959861892,1,0.012516184721622789,2317
1,0.2037735849056604,1,0.03773584905660377,265
1,0.15294117647058825,0,0.06823529411764706,425
1,0.20923913043478262,0,0.029891304347826088,368
0,0.14285714285714285,0,0.017857142857142856,56
1,0.1559633027522936,0,0.981651376146789,218
0,0.0625,0,0.1875,16
0,0.14893617021276595,0,0.0425531914893617,47
0,0.42105263157894735,0,0.05263157894736842,19
1,0.18010291595197256,0,0.036020583190394515,583
1,0.17011494252873563,0,0.020689655172413793,435
0,0.31877729257641924,0,0.44541484716157204,229
1,0.14184397163120568,1,0.03546099290780142,141
1,0.1681877444589309,0,0.05736636245110821,767
0,0.25,0,0.0,8
1,0.20202020202020202,0,0.027777777777777776,396
0,0.0,0,0.0,4
1,0.25314183123877915,1,0.03949730700179533,557
0,0.25,0,0.0,4
0,0.25,0,0.0,4
1,0.10819672131147541,0,0.029508196721311476,305
1,0.14533622559652928,0,0.03470715835140998,461
0,0.4342105263157895,0,0.0,76
0,0.34615384615384615,0,0.0,26
0,0.3333333333333333,0,0.0,15
1,0.2222222222222222,0,0.1111111111111111,36
1,0.17402597402597403,0,0.012987012987012988,385
0,0.3393939393939394,0,0.3696969696969697,165
0,0.10526315789473684,0,0.0,19
0,0.21052631578947367,0,0.0,19
0,0.2602739726027397,0,0.0,73
1,0.2,0,0.06,100
1,0.1279527559055118,0,0.03937007874015748,508
0,0.0,0,0.0,1
0,0.0,0,0.16666666666666666,6
0,0.0,0,0.0,1
0,0.05555555555555555,0,0.1111111111111111,18
0,0.11764705882352941,0,0.0,17
1,0.11067193675889328,0,0.9980237154150198,506
0,0.21621621621621623,0,0.0,37
0,0.1875,0,0.125,16
0,0.12121212121212122,0,0.045454545454545456,66
1,0.21158690176322417,0,0.05037783375314862,397
1,0.16404494382022472,0,0.038202247191011236,445
0,0.0,0,0.0,2
0,0.4090909090909091,0,0.13636363636363635,22
0,0.14893617021276595,0,0.0425531914893617,47
1,0.1342925659472422,0,0.047961630695443645,417
1,0.13861386138613863,0,0.019801980198019802,101
1,0.23943661971830985,0,0.07981220657276995,213
1,0.14396887159533073,0,0.9571984435797666,257
1,0.4090909090909091,0,0.22727272727272727,22
0,0.1388888888888889,0,0.05555555555555555,180
1,0.4792079207920792,0,0.0297029702970297,505
1,0.12248062015503876,1,0.07131782945736434,645
0,0.3333333333333333,0,0.0,3
0,0.0,0,0.0,3
0,0.20930232558139536,0,0.009302325581395349,215
0,0.23076923076923078,0,0.05128205128205128,39
0,0.0,0,0.0,1
0,0.16279069767441862,0,0.023255813953488372,43
1,0.5227272727272727,0,0.3409090909090909,44
0,0.15236915453700836,1,0.01548467017652524,3229
0,0.13861386138613863,0,0.019801980198019802,101
1,0.23869346733668342,0,0.3592964824120603,398
0,0.14285714285714285,0,0.21428571428571427,14
0,0.1774193548387097,0,0.03225806451612903,62
0,0.0,0,0.0,1
0,0.18181818181818182,0,0.09090909090909091,33
0,0.102803738317757,0,0.001557632398753894,642
0,0.0,0,0.0,1
1,0.23684210526315788,1,0.0,38
0,0.13432835820895522,0,0.0,67
1,0.12112676056338029,0,0.028169014084507043,355
1,0.12527964205816555,0,0.04697986577181208,447
0,0.16666666666666666,0,0.0,6
0,0.0,0,0.0,1
0,0.09090909090909091,0,0.0,11
1,0.0,0,0.0,1
0,0.16666666666666666,0,0.0,6
1,0.21906693711967545,0,0.02434077079107505,493
0,0.0,0,0.0,1
0,0.3333333333333333,0,0.041666666666666664,24
0,0.24324324324324326,0,0.05405405405405406,37
0,0.0,0,0.0,3
0,0.2857142857142857,0,0.0,21
1,0.208955223880597,0,0.04477611940298507,67
0,0.5,0,0.0,2
1,0.2876712328767123,1,0.0410958904109589,73
1,0.10638297872340426,0,0.062193126022913256,611
0,0.2,0,0.0,5
0,0.06153846153846154,0,0.03076923076923077,65
1,0.21,0,0.02666666666666667,300
1,0.1935483870967742,0,0.03225806451612903,31
1,0.696969696969697,1,0.15151515151515152,33
0,0.24774774774774774,0,0.13063063063063063,222
0,0.3076923076923077,0,0.038461538461538464,26
1,0.09663865546218488,0,0.0546218487394958,238
1,0.11281070745697896,0,0.06118546845124283,523
1,0.0,0,0.0,1
0,0.2153846153846154,0,0.046153846153846156,65
0,0.0,0,0.0,1
1,0.21739130434782608,0,0.043478260869565216,46
0,0.2,0,0.0,45
1,0.20292504570383912,0,0.08775137111517367,547
1,0.16,0,0.017142857142857144,525
0,0.1711111111111111,1,0.014814814814814815,1350
1,0.18932038834951456,0,0.07281553398058252,206
0,0.171875,0,0.046875,64
1,0.15135135135135136,0,0.032432432432432434,185
0,0.15789473684210525,0,0.07017543859649122,57
0,0.15374841168996187,0,0.010165184243964422,787
0,0.1282051282051282,0,0.07692307692307693,39
1,0.2077922077922078,0,0.012987012987012988,77
0,0.3333333333333333,0,0.0,9
1,0.18823529411764706,0,0.1,170
1,0.2150101419878296,0,0.060851926977687626,493
0,0.3333333333333333,0,0.0,21
1,0.12121212121212122,1,0.024793388429752067,363
1,0.28615384615384615,1,0.08307692307692308,650
0,0.23809523809523808,0,0.047619047619047616,21
1,0.22157434402332363,1,0.03206997084548105,343
1,0.16545454545454547,1,0.9690909090909091,550
1,0.1652892561983471,0,0.05509641873278237,363
0,0.0,0,0.0,1
0,0.5,0,0.0,2
1,0.1732776617954071,0,0.9749478079331941,479
0,0.0,0,0.0,1
0,0.0,0,0.0,8
0,0.14285714285714285,0,0.0,7
0,0.0,0,0.0,2
0,0.14615384615384616,0,0.007692307692307693,130
1,0.7889447236180904,0,0.005025125628140704,199
1,0.1492842535787321,0,0.026584867075664622,489
0,0.125,0,0.0,8
0,0.5882352941176471,0,0.058823529411764705,17
1,0.32558139534883723,0,0.09302325581395349,43
0,0.0,0,0.0,7
0,0.1111111111111111,0,0.0,9
0,0.125,0,0.0,16
0,0.25,0,0.0,8
0,0.16666666666666666,0,0.020833333333333332,48
1,0.19747899159663865,1,0.03571428571428571,476
1,0.16759776536312848,0,0.03910614525139665,179
0,0.0,0,0.0,1
0,0.375,0,0.125,16
0,0.1300653594771242,1,0.015032679738562092,1530
1,0.07142857142857142,0,0.0,14
0,0.5,0,0.0,2
0,0.4,0,0.0,5
0,0.14678899082568808,0,0.027522935779816515,109
1,0.14432989690721648,0,0.1958762886597938,97
1,0.18439716312056736,1,0.02127659574468085,282
1,0.14222222222222222,0,0.044444444444444446,225
0,0.0625,0,0.0625,16
0,0.15,0,0.05,20
0,0.3333333333333333,0,0.0,3
0,0.0,0,0.0,2
0,0.15,0,0.016666666666666666,60
1,0.23943661971830985,0,0.27699530516431925,426
0,0.2,0,0.03529411764705882,85
1,0.2916666666666667,0,0.08333333333333333,144
1,0.13003663003663005,0,0.05311355311355311,546
1,0.17592592592592593,0,0.046296296296296294,216
1,0.10862619808306709,0,0.03514376996805112,313
0,0.0,0,0.0,1
0,0.2,0,0.0,5
1,0.0,0,0.0,1
1,0.11135371179039301,1,0.034934497816593885,458
1,0.20921985815602837,0,0.031914893617021274,282
0,0.09090909090909091,0,0.09090909090909091,11
0,0.058823529411764705,0,0.11764705882352941,17
0,0.07692307692307693,0,0.0,13
0,0.0,0,0.0,7
0,0.16216216216216217,0,0.05405405405405406,37
0,0.13541666666666666,0,0.010416666666666666,96
1,0.21286031042128603,0,0.03991130820399113,451
0,0.26666666666666666,0,0.0,15
0,0.0,0,0.0,2
0,0.21649484536082475,0,0.020618556701030927,97
0,0.3482142857142857,0,0.30357142857142855,112
0,0.0,0,0.0,4
1,0.193359375,1,0.037109375,512
0,0.3333333333333333,0,0.0,3
0,0.0967741935483871,0,0.06451612903225806,31
0,0.2,0,0.02,50
1,0.21739130434782608,0,0.13526570048309178,207
0,0.0,0,0.0,1
1,0.14533622559652928,0,0.03470715835140998,461
1,0.10069444444444445,0,0.017361111111111112,576
0,0.2,0,0.0,5
1,0.11235955056179775,0,0.04012841091492777,623
1,0.23097463284379172,0,0.017356475300400534,749
0,0.0,0,0.0,5
1,0.10658307210031348,0,0.03761755485893417,319
1,0.15017064846416384,0,0.013651877133105802,293
0,0.0625,0,0.0625,16
1,0.1263537906137184,0,0.9747292418772563,277
0,0.09090909090909091,0,0.0,11
1,0.21180555555555555,0,0.003472222222222222,288
0,0.08333333333333333,0,0.08333333333333333,12
1,0.14942528735632185,0,0.03735632183908046,348
1,0.17532467532467533,0,0.010822510822510822,462
1,0.14622435617634222,0,0.05892623308598865,2291
0,0.0,0,0.0,1
0,0.0,0,0.0,1
0,0.0,0,0.0,1
1,0.16374269005847952,1,0.043859649122807015,342
0,0.0,0,0.0,1
1,0.13448275862068965,1,0.06551724137931035,290
0,0.10483870967741936,0,0.04032258064516129,124
0,0.0,0,0.25,4
0,0.16666666666666666,0,0.0,6
1,0.2323943661971831,0,0.035211267605633804,142
1,0.5714285714285714,0,0.8571428571428571,7
1,0.21153846153846154,0,0.9957264957264957,468
0,0.125,0,0.03125,32
0,0.0,0,0.0,1
1,0.11458333333333333,0,0.08333333333333333,384
1,0.0945273631840796,0,0.0,201
1,0.1743119266055046,0,0.01834862385321101,109
0,0.17647058823529413,0,0.11764705882352941,17
1,0.0625,0,0.041666666666666664,96
1,0.19838056680161945,0,0.032388663967611336,494
1,0.21203438395415472,0,0.994269340974212,349
0,0.0,0,0.0,3
0,0.0,0,0.0,1
0,0.0,0,0.0,1
0,0.058823529411764705,0,0.0,17
0,0.0,0,0.0,10
0,0.3076923076923077,0,0.0,13
0,0.18181818181818182,0,0.045454545454545456,22
1,0.20952380952380953,0,0.023809523809523808,210
1,0.10211946050096339,0,0.04816955684007707,519
0,0.7083333333333334,0,0.2916666666666667,24
0,0.24193548387096775,0,0.016129032258064516,62
1,0.1814595660749507,0,0.01972386587771203,507
0,0.5,0,0.0,2
1,0.07062146892655367,0,0.2387005649717514,708
1,0.1956521739130435,0,0.008695652173913044,230
1,0.1713221601489758,0,0.9720670391061452,537
0,0.0,0,0.0,1
0,0.3101851851851852,0,0.3333333333333333,216
0,0.0,0,0.0,3
0,0.20080321285140562,0,0.06506024096385542,1245
1,0.16113744075829384,0,0.004739336492890996,211
1,0.22972972972972974,0,0.02702702702702703,74
1,0.625,0,0.125,8
1,0.09090909090909091,0,0.0686456400742115,539
0,0.47058823529411764,0,0.17647058823529413,17
0,0.11764705882352941,0,0.0,17
1,0.12099644128113879,0,0.010676156583629894,281
0,0.3333333333333333,0,0.0,9
0,0.0,0,0.0,5
1,0.16869565217391305,0,0.022608695652173914,575
0,0.16666666666666666,0,0.0,12
0,0.15808823529411764,0,0.04411764705882353,544
1,0.09608540925266904,0,0.9893238434163701,562
0,0.0,0,0.0,1
1,0.21686746987951808,0,0.963855421686747,83
0,0.2608695652173913,0,0.08695652173913043,23
0,0.2857142857142857,0,0.0,7
0,0.16666666666666666,0,0.03333333333333333,30
1,0.5,0,0.0,4
0,0.3217821782178218,0,0.40594059405940597,202
1,0.18323586744639375,1,0.04873294346978557,513
0,0.2608695652173913,0,0.0,23
1,0.19665271966527198,1,0.029288702928870293,478
1,0.10108303249097472,0,0.021660649819494584,554
1,0.16610169491525423,0,0.0576271186440678,295
1,0.16494845360824742,0,0.9664948453608248,388
0,0.16981132075471697,0,0.03773584905660377,106
0,0.5555555555555556,0,0.0,9
1,0.10930232558139535,0,0.03488372093023256,430
0,0.1,0,0.0,10
1,0.11212814645308924,0,0.05034324942791762,437
0,0.20588235294117646,0,0.0,34
1,0.3,0,0.55,20
0,0.2,0,0.0,10
0,0.3333333333333333,0,0.16666666666666666,6
1,0.24904214559386972,1,0.04980842911877394,261
1,0.16574585635359115,1,0.03038674033149171,362
0,0.16666666666666666,0,0.0,6
1,0.2521246458923513,0,0.0453257790368272,353
0,0.0625,0,0.0,32
0,0.0,0,0.0,1
0,0.1875,0,0.0,16
1,0.1263537906137184,0,0.983754512635379,554
0,0.19784172661870503,0,0.039568345323741004,278
1,0.20652173913043478,0,0.028985507246376812,276
1,0.9473684210526315,0,0.05263157894736842,19
1,0.1743119266055046,0,0.01834862385321101,327
1,0.0823293172690763,0,0.9879518072289156,498
1,0.05263157894736842,0,0.9473684210526315,19
0,0.3333333333333333,0,0.0,6
0,0.125,0,0.0,16
0,0.3076923076923077,0,0.07692307692307693,13
0,0.12962962962962962,0,0.009259259259259259,108
1,0.17446808510638298,0,0.06808510638297872,235
1,0.09647058823529411,0,0.03058823529411765,425
1,0.0,0,0.0,1
1,0.14043583535108958,0,0.9975786924939467,413
0,0.2857142857142857,0,0.21428571428571427,14
0,0.0,0,0.0,1
0,0.17647058823529413,0,0.058823529411764705,17
1,0.10632183908045977,0,0.005747126436781609,348
0,0.3235294117647059,0,0.029411764705882353,34
1,0.11392405063291139,0,0.03164556962025317,158
0,0.4166666666666667,0,0.08333333333333333,12
0,0.3333333333333333,0,0.06666666666666667,15
1,0.12629399585921325,1,0.13664596273291926,483
0,0.13114754098360656,0,0.03278688524590164,122
1,0.17647058823529413,0,0.014705882352941176,68
1,0.2846715328467153,1,0.08029197080291971,137
0,0.19827586206896552,0,0.02586206896551724,116
0,0.22727272727272727,0,0.045454545454545456,22
0,0.5,0,0.0,2
1,0.08897485493230174,0,0.03481624758220503,517
0,0.058823529411764705,0,0.058823529411764705,17
0,0.0,0,0.0,2
1,0.2857142857142857,0,0.11904761904761904,42
0,0.16666666666666666,0,0.0,12
1,0.12724935732647816,0,0.019280205655526992,778
1,0.1942257217847769,1,0.05511811023622047,381
0,0.5833333333333334,0,0.0,12
0,0.5,0,0.07142857142857142,14
0,0.16666666666666666,0,0.25,12
0,0.3333333333333333,0,0.0,3
0,0.18181818181818182,0,0.0,11
0,0.18604651162790697,0,0.0,43
1,0.16129032258064516,1,0.06451612903225806,496
0,0.2727272727272727,0,0.0,33
0,0.18085106382978725,0,0.05319148936170213,94
1,0.12461538461538461,0,0.018461538461538463,650
0,0.16230366492146597,0,0.07329842931937172,382
1,0.0,0,0.0,1
0,0.0,0,0.0,1
0,0.0,0,0.0,9
1,0.22327790973871733,0,0.0166270783847981,421
0,0.5,0,0.0,2
1,0.24561403508771928,0,0.08771929824561403,114
0,0.5,0,0.0,2
0,0.25,0,0.0,4
1,0.14285714285714285,1,0.02012072434607646,497
0,0.09090909090909091,0,0.0,22
1,0.17464788732394365,0,0.07042253521126761,355
1,0.18518518518518517,0,0.024691358024691357,243
0,0.21428571428571427,0,0.07142857142857142,14
1,0.13898916967509026,0,0.030685920577617327,554
0,0.5714285714285714,0,0.5714285714285714,7
1,0.38310185185185186,1,0.05439814814814815,864
0,0.25,0,0.08333333333333333,12
0,0.18181818181818182,0,0.0,33
1,0.13541666666666666,0,0.026041666666666668,192
1,0.1703601108033241,1,0.030470914127423823,722
1,0.170873786407767,1,0.015533980582524271,515
0,0.09090909090909091,0,0.0,11
0,0.0,0,0.0,9
1,0.22586520947176686,0,0.0273224043715847,549
0,0.25,0,0.0,4
0,0.0,0,0.0,4
0,0.3333333333333333,0,0.0,3
0,0.11538461538461539,0,0.019230769230769232,52
0,0.0,0,0.0,1
1,0.14130434782608695,0,0.13043478260869565,92
1,0.19825072886297376,0,0.03206997084548105,343
0,0.2,0,0.0,5
1,0.0892018779342723,0,0.04342723004694836,852
0,0.0,0,0.0,10
0,0.14855875831485588,0,0.02106430155210643,902
1,0.13253012048192772,0,0.024096385542168676,249
1,0.29411764705882354,0,0.014705882352941176,68
0,0.0,0,0.0,1
0,0.2857142857142857,0,0.0,7
1,0.1902834008097166,0,0.020242914979757085,247
1,0.20802919708029197,0,0.029197080291970802,274
0,0.2,0,0.0,20
0,0.1,0,0.0,10
1,0.11290322580645161,0,0.056451612903225805,248
0,0.14705882352941177,0,0.0,34
1,0.1619047619047619,0,0.9809523809523809,105
1,0.15544041450777202,0,0.9792746113989638,193
0,0.125,0,0.025,40
1,0.1763157894736842,1,0.015789473684210527,380
1,0.13555992141453832,0,0.0137524557956778,509
1,0.11067193675889328,0,0.02766798418972332,506
1,0.1702127659574468,0,0.059574468085106386,235
0,0.18403225806451612,1,0.005967741935483871,6200
0,0.07692307692307693,0,0.0,13
0,0.125,0,0.0,16
1,0.25396825396825395,0,0.0291005291005291,378
1,0.13279678068410464,0,0.03621730382293763,497
0,0.5,0,0.0,2
0,0.175,0,0.075,40
1,0.11198738170347003,0,0.9747634069400631,634
0,0.1111111111111111,0,0.05555555555555555,18
1,0.1094224924012158,0,0.03951367781155015,329
1,0.17147192716236723,0,0.030349013657056147,659
1,0.0,0,0.0,1
0,0.12087912087912088,0,0.01098901098901099,91
0,0.2857142857142857,0,0.2857142857142857,7
1,0.14244186046511628,1,0.03197674418604651,344
0,0.18181818181818182,0,0.09090909090909091,11
1,0.19852941176470587,0,0.35784313725490197,408
0,0.13333333333333333,0,0.0,15
1,0.22699386503067484,1,0.049079754601226995,163
0,0.15789473684210525,0,0.05263157894736842,19
0,0.09090909090909091,0,0.0,22
0,0.0,0,0.0,1
0,0.2692307692307692,0,0.0,26
0,0.0,0,0.0,1
0,0.2,0,0.0,5
0,0.20689655172413793,0,0.034482758620689655,29
1,0.2049808429118774,1,0.05555555555555555,522
1,0.11261261261261261,0,0.04054054054054054,444
